source,target,tweet_text,tweet_date
@LeniseLRabelo,@mc56i8Dgix,"Olha, só entre nós: não existe lei RAUANET! Existe a Lei Rouanet, desde o Governo Collor, que é para incentivar a CULTURA. A moça é ATLETA e foi beneficiada sim, em 2018, com o programa BOLSA-ATLETA! Não divulgue fake-news, cara! É feio! https://e-farsas.com/jogadora-de-volei-carolina-solberg-recebe-atualmente-dinheiro-do-programa-bolsa-atleta.html…",2020-09-23T23:46:24.000Z
@jumaia_00,@caiocgomes,"Bolsa atleta is the new Lei Rouanet

aliás, bela arte de perfil!!!!!!!!!!!!!!",2020-09-23T23:13:18.000Z
@FFCO78,@Rconstantino,"Culpa de vocês mesmos que alimentaram lembra quando ele era o Cara por falar grosso contra o PT ou a lei Rouanet, ou quando posava ao lado do então candidato Jair Bolsonaro?

Mas naquela época ele era o Cara né!",2020-09-23T22:08:11.000Z
@josuedantas2011,@CoserGil,Vampiros da Lei Rouanet estão em desespero o choro é livre e a teta secou!,2020-10-24T23:57:31.000Z
@esdacheti,@dasilvabenedita,"Patota PeTralha quer a volta da Lei ROUANET
Esqueçam .....
PeTralhas NUNCA MAIS !!!!!",2020-10-24T23:54:41.000Z
@esdacheti,@ptbrasil,"Patota PeTralha quer a volta da Lei ROUANET
Esqueçam .....
PeTralhas NUNCA MAIS !!!!!",2020-10-24T23:54:41.000Z
@marinarodri__,@gustavo_menezes,"Se fosse simplesmente isso, o Collor não teria sido forçado a aprovar a Lei Rouanet depois da merda que fez em fechar a Embrafilme e acabar com parte da economia do país porque não houve mais ganho econômico e muito menos arrecadação de imposto. Isso por si só já te responde.",2020-10-24T23:11:28.000Z
@marinarodri__,@kripk_e,"Se fosse simplesmente isso, o Collor não teria sido forçado a aprovar a Lei Rouanet depois da merda que fez em fechar a Embrafilme e acabar com parte da economia do país porque não houve mais ganho econômico e muito menos arrecadação de imposto. Isso por si só já te responde.",2020-10-24T23:11:28.000Z
@NilbertoHaddad,@hidoke_,"Mas sim, me conta quanto que teus pais captaram da lei Rouanet para fazer esse espetáculo?",2020-11-24T23:48:07.000Z
@jooheliassilva1,@GuilhermeBoulos,"Que bosta, só maconheiro que adora a lei rouanet , sem rounet são cantores de butiquim",2020-11-24T23:46:36.000Z
@Luciano54262680,@JuliaMe75489206,Socializarem a Lei Rouanet!,2020-11-24T23:43:54.000Z
@licacecato,@H9g29kFKTM,Atraso em aprovações da Lei Rouanet deve gerar apagão na cultura no ano que vem https://www1.folha.uol.com.br/ilustrada/2020/12/atraso-em-aprovacoes-da-lei-rouanet-deve-gerar-apagao-na-cultura-no-ano-que-vem.shtml?utm_source=twitter&utm_medium=social&utm_campaign=comptw…,2020-12-25T23:58:12.000Z
@LeoJaime,@JednoA,"Qual projeto de lei rouanet eu fiz na vida? Cite um. E depois, preste atenção no nome, se é LEI rouanet, é porque é LEI. E lei vale pra todos. LEI. Mas mesmo assim quero que vc me mostre um projeto de lei rouanet captado em meu nome. UM. Só UM! Grato",2020-12-25T22:47:20.000Z
@silva_jarbas,@zChAvkeuvr,"https://youtu.be/aoAvkbVVppM

A CASA CAINDO! PT E PSDB E TODOS  PARTIDOS  QUE SÃO NA VERDADE QUADRILHAS  PARA  ROUBAR O BRASIL  É O POVO BRASILEIRO SENDO PRESOS E ARTISTAS GLOBAIS METIDOS NAS  FALCATRUAS DA TAL LEI  DE FHC LEI ROUANET ""ROUBANET"" BILHÕES

https://youtu.be/aoAvkbVVppM",2020-12-25T22:35:07.000Z
@Mando_a_merda,@C_ta_Doido,"Moço explica aqui pra gente sobre a Lei Rouanet, por favor kkkkkkkkkkkkk esta nítido que não sabe como funciona kkkkkkk",2021-01-25T23:59:03.000Z
@Mando_a_merda,@SandraMizael,"Moço explica aqui pra gente sobre a Lei Rouanet, por favor kkkkkkkkkkkkk esta nítido que não sabe como funciona kkkkkkk",2021-01-25T23:59:03.000Z
@Mando_a_merda,@euleodias,"Moço explica aqui pra gente sobre a Lei Rouanet, por favor kkkkkkkkkkkkk esta nítido que não sabe como funciona kkkkkkk",2021-01-25T23:59:03.000Z
@brunotsalata,@LucianoHuck,Avisa o Presidente da OAB que ele perdeu a ação que iria liberar dinheiro da Rouanet pros “artistas”....,2021-01-25T23:57:44.000Z
@jebapcar,@fcomorais,Só de acabar com 1-farra rouanet 2-farra bndes 3-farra midia 4-farra transposição... voto até 2050,2021-01-25T23:57:14.000Z
@ebervasjr,@zeliaduncan,"Não vamos manter ""artistas"" sem talento através da lei Rouanet, vai ter que trabalhar e viver do seu talento, tá ferrada.",2021-02-25T23:59:46.000Z
@PassosLeopoldo,@zeliaduncan,"Tá com saudades de mamar nas tetas do governo né? Vai trabalhar sua rabugenta, lei rouanet nunca mais kkkkkkkkk",2021-02-25T23:59:27.000Z
@waldeck_rocha,@zeliaduncan,"A esquerda mimizenta, não sabem nem o que é uma estrela decadente. E o quê dirá @zdoficial que se quer,  consegue brilhar e sobreviver sem a mamata da Rouanet!!!",2021-02-25T23:57:41.000Z
@kdatvsakitdpsv,@ivetesangalo,Mas onde Neymar e Kaká tem a ver com A lei Rouanet? ,2021-03-28T23:51:43.000Z
@kdatvsakitdpsv,@AlexPon10590825,Mas onde Neymar e Kaká tem a ver com A lei Rouanet? ,2021-03-28T23:51:43.000Z
@charlesrok,@CuritibaCult,"Até aqui estão fazendo políticaria, achei que fosse um canal de informações serias, ou será que é por causa da tal lei Rouanet que foi cortada. Não sei se interessa mas não sigo mais a partir de agora. Fui.",2021-04-28T23:40:53.000Z
@charlesrok,@LulaOficial,"Até aqui estão fazendo políticaria, achei que fosse um canal de informações serias, ou será que é por causa da tal lei Rouanet que foi cortada. Não sei se interessa mas não sigo mais a partir de agora. Fui.",2021-04-28T23:40:53.000Z
@charlesrok,@RBD_oficial,"Até aqui estão fazendo políticaria, achei que fosse um canal de informações serias, ou será que é por causa da tal lei Rouanet que foi cortada. Não sei se interessa mas não sigo mais a partir de agora. Fui.",2021-04-28T23:40:53.000Z
@Gabrievin,@nikitagn3,Todos,2021-04-28T23:21:11.000Z
@gislenefenix,@veraholtzirreal,Tá certa a Renata Sorrah tem que correr atrás do preju acabou a Lei Rouanet acabou o oba oba da Globo acabou os contratos vitalícios kkkkkk,2021-05-29T23:56:25.000Z
@LucioPiatan,@CalaABocaV%C3%A9yaCad%C3%B9ncan,"Lembra a múmia da tua mãe 

Cretina canalha calhorda pilantra picareta 

Quanto cê deve de contas dos 12 BILHÕES sem prestação de contas na Lei Rouanet? #CalaABocaVéyaCadùncan só canta. Ou cê é ladra da facção criminosa vermelha ptPCC?",2021-06-29T23:53:45.000Z
@LucioPiatan,@zeliaduncan,"Lembra a múmia da tua mãe 

Cretina canalha calhorda pilantra picareta 

Quanto cê deve de contas dos 12 BILHÕES sem prestação de contas na Lei Rouanet? #CalaABocaVéyaCadùncan só canta. Ou cê é ladra da facção criminosa vermelha ptPCC?",2021-06-29T23:53:45.000Z
@Francisco030968,@danielamercury,O choro é livre; melhor ir trabalhar; a lei Rouanet acabou.,2021-06-29T23:50:17.000Z
@paulopelee,@BolsonaroPresidenteAte2026,E vocês mamadores da lei rouanet tão com a mamadeira seca né a mamata acabou #BolsonaroPresidenteAte2026,2021-06-29T23:49:46.000Z
@paulopelee,@zeliaduncan,E vocês mamadores da lei rouanet tão com a mamadeira seca né a mamata acabou #BolsonaroPresidenteAte2026,2021-06-29T23:49:46.000Z
@ptribeirao,@lSoTZj0zKe,"Houve desvio de finalidade da Funarte ao barrar aplicação da Lei Rouanet a festival - Núcleo Luciano Lepera | Rede PT - https://nucleolucianolepera.com.br/index.php/2021/07/28/houve-desvio-de-finalidade-da-funarte-ao-barrar-aplicacao-da-lei-rouanet-a-festival/…

Curta Direitos na Rede: @AAMachadoRP
#24JForaBolsonaro #CPIdaCOVID #RéuConfesso",2021-07-28T21:34:09.000Z
@ptribeirao,@24JForaBolsonaro,"Houve desvio de finalidade da Funarte ao barrar aplicação da Lei Rouanet a festival - Núcleo Luciano Lepera | Rede PT - https://nucleolucianolepera.com.br/index.php/2021/07/28/houve-desvio-de-finalidade-da-funarte-ao-barrar-aplicacao-da-lei-rouanet-a-festival/…

Curta Direitos na Rede: @AAMachadoRP
#24JForaBolsonaro #CPIdaCOVID #RéuConfesso",2021-07-28T21:34:09.000Z
@ptribeirao,@CPIdaCOVID,"Houve desvio de finalidade da Funarte ao barrar aplicação da Lei Rouanet a festival - Núcleo Luciano Lepera | Rede PT - https://nucleolucianolepera.com.br/index.php/2021/07/28/houve-desvio-de-finalidade-da-funarte-ao-barrar-aplicacao-da-lei-rouanet-a-festival/…

Curta Direitos na Rede: @AAMachadoRP
#24JForaBolsonaro #CPIdaCOVID #RéuConfesso",2021-07-28T21:34:09.000Z
@ptribeirao,@R%C3%A9uConfesso,"Houve desvio de finalidade da Funarte ao barrar aplicação da Lei Rouanet a festival - Núcleo Luciano Lepera | Rede PT - https://nucleolucianolepera.com.br/index.php/2021/07/28/houve-desvio-de-finalidade-da-funarte-ao-barrar-aplicacao-da-lei-rouanet-a-festival/…

Curta Direitos na Rede: @AAMachadoRP
#24JForaBolsonaro #CPIdaCOVID #RéuConfesso",2021-07-28T21:34:09.000Z
@CearaEmOFF,@353LqrV2Zc,"Zélia Duncan tenta captar R$ 3 milhões pela Lei Rouanet e não consegue um centavo: “Tá p… da vida”; VEJA VÍDEO

Leia mais em: https://cearaemoff.com.br/noticias/zelia-duncan-tenta-captar-r-3-milhoes-pela-lei-rouanet-e-nao-consegue-um-centavo-ta-p-da-vida-veja-video…",2021-07-28T21:30:03.000Z
@rafaeld46794316,@zeliaduncan,Dinheiro da lei rouanet que não é!,2021-07-28T21:28:23.000Z
@JPBrasilRio1,@zeliaduncan,Saudade da Lei Rouanet né filha?,2021-07-28T21:27:36.000Z
@Edy_Sampa48,@loiradedireita1,"É loira vai acabando o dinheiro da mamata da Rouanet acaba o botox, as plásticas, as clínicas de estética caríssimas, maquiagens importadas, tudo as nossas custas, sobra este bagaço aí!!!!",2021-07-28T21:27:01.000Z
@HamiltonFO2019,@zeliaduncan,"Quem grita Fora Bozo, fica sem lei Rouanet",2021-07-28T21:26:01.000Z
@LinSChin1,@zeliaduncan,Com certezaaa não é Rouanet.,2021-07-28T21:21:48.000Z
@LuizAlberto022,@zeliaduncan,"Colhe segurança da família , liberdade e independência .

Se possível me responda , aonde estar o $$$ da Rouanet ???",2021-07-28T21:19:30.000Z
@ndreyue,@folha,Lei Rouanet agora só vai financiar filme do Edir Macedo.,2021-07-28T21:14:54.000Z
@guia_folha,@NeSeoCflaX,Arte sacra ganha área VIP dentro da Lei Rouanet e procupa o setor https://www1.folha.uol.com.br/ilustrada/2021/07/arte-sacra-ganha-area-vip-dentro-da-lei-rouanet-e-procupa-o-setor.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha…,2021-07-28T21:13:03.000Z
@sitef5,@KB5sO44cSt,Arte sacra ganha área VIP dentro da Lei Rouanet e procupa o setor https://www1.folha.uol.com.br/ilustrada/2021/07/arte-sacra-ganha-area-vip-dentro-da-lei-rouanet-e-procupa-o-setor.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha…,2021-07-28T21:11:03.000Z
@folhailustrada,@0XxWJeb7cg,Arte sacra ganha área VIP dentro da Lei Rouanet e procupa o setor https://www1.folha.uol.com.br/ilustrada/2021/07/arte-sacra-ganha-area-vip-dentro-da-lei-rouanet-e-procupa-o-setor.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha…,2021-07-28T21:11:03.000Z
@llimalex,@UOL,Mas lei Rouanet também é dinheiro público.,2021-09-29T11:32:14.000Z
@rouanet_olivier,@DavidCozette,"Super c'est mérité, tu m'a fait vibrer sur mon canapé avec tes commentaires. ",2021-09-29T11:27:29.000Z
@ClaudiaRloiaco,@NilsonIncioDos1,Se servia da Rouanet e ainda cobrava $500 por um ingresso,2021-09-29T11:19:19.000Z
@ClaudiaRloiaco,@bielconn,Se servia da Rouanet e ainda cobrava $500 por um ingresso,2021-09-29T11:19:19.000Z
@gavranha,@SandraMorenah22,"A Lei Rouanet é boa. Permite apoiar artistas promissores para que ganhem visibilidade e possam se aprimorar. Pense p.ex. num jovem pianista do interior, pobre mas dedicado e talentoso. O problema está em que foi ""apropriada"" por amigos do rei. Deixaram as migalhas.",2021-09-29T10:58:30.000Z
@UOL,@YQcxEmPKyT,Filmes do caso Richthofen usaram dinheiro público ou Lei Rouanet? https://zpr.io/6MLtVVL9WT8Z,2021-09-29T10:28:03.000Z
@UOLNoticias,@JpyCvtepco,Filmes do caso Richthofen usaram dinheiro público ou Lei Rouanet? https://zpr.io/myq8WP3uy6zW,2021-09-29T10:27:50.000Z
@soniahbona,@zfabrogmailcom,Acabei de ver um vídeo onde o ze abreu  disse que o salário deles vinha da lei Rouanet.,2021-09-29T09:46:51.000Z
@lucianors1980,@senadorjean,"Lei Paulo Gustavo?Isso aí pra mim é lei Rouanet disfarçada pra nos roubar isso sim,criem vergonha nessa sua cara cabra safado,pt,bando de ladrões.",2021-09-29T09:43:11.000Z
@lucianors1980,@LulaOficial,"Lei Paulo Gustavo?Isso aí pra mim é lei Rouanet disfarçada pra nos roubar isso sim,criem vergonha nessa sua cara cabra safado,pt,bando de ladrões.",2021-09-29T09:43:11.000Z
@lucianors1980,@jeanpaulprates,"Lei Paulo Gustavo?Isso aí pra mim é lei Rouanet disfarçada pra nos roubar isso sim,criem vergonha nessa sua cara cabra safado,pt,bando de ladrões.",2021-09-29T09:43:11.000Z
@PauloCPieroni,@kimpaim,Tá com jeito de que perdeu a mamata da Rouanet também.,2021-09-29T08:19:38.000Z
@PauloCPieroni,@Marcc71157791,Tá com jeito de que perdeu a mamata da Rouanet também.,2021-09-29T08:19:38.000Z
@fabrixdoromo,@roCuL8bFuW,Filmes do caso Richthofen usaram dinheiro público ou Lei Rouanet? https://ift.tt/3unEadN,2021-09-29T08:09:18.000Z
@Splash_UOL,@S6Ga8FO11M,Filmes do caso Richthofen usaram dinheiro público ou Lei Rouanet? https://zpr.io/AEsrSHMHxhFB,2021-09-29T07:04:50.000Z
@resende_maira,@GraceStudioArt,Crise de abstinência LEI ROUANET,2021-09-29T05:20:08.000Z
@TolotoMarcos,@GraceStudioArt,Órfã da lei Rouanet.,2021-09-29T03:32:00.000Z
@luizcfabiano,@BeccaNeire,"Estatais davam prejuízos e hoje dão lucros bilionários. 
A verba bilionária para a mídia secou. Os artistas famosos não sobrevivem mais da Lei Rouanet. Estão com síndrome de abstinência de dinheiro público e o principal sintoma é o ódio.",2021-09-29T03:23:23.000Z
@GimenezsergioJr,@verdeamarelou,"O Caetano está acabado mesmo, depois do fim da mamata Rouanet.",2021-10-31T23:48:15.000Z
@direitao_sp,@zeliaduncan,"Pode contar conosco, lacradora da lei rouanet.",2021-10-31T23:35:58.000Z
@direitao_sp,@zeliaduncan,"Velha lacradora, quer aparecer de qualquer jeito, chora sem a rouanet.",2021-10-31T23:31:08.000Z
@isac_brasolino,@brunogagliasso,Sua mulher vai devolver o dinheiro da lei rouanet,2021-12-01T23:53:44.000Z
@JoaoAlencar65,@ClaudiaLeitte,"@ClaudiaLeitte
, além de genocida, é bunda mola e arregona!!!
Ah!
Só para constar…
Já prestou contas com a Rouanet??????",2021-12-01T23:48:42.000Z
@JoaoAlencar65,@Fatimakosstama1,"@ClaudiaLeitte
, além de genocida, é bunda mola e arregona!!!
Ah!
Só para constar…
Já prestou contas com a Rouanet??????",2021-12-01T23:48:42.000Z
@RafaelScalize,@ducavendish,Só se for axé de artista lacrador e Rouanet,2021-12-01T23:31:50.000Z
@Thiago14986082,@ClaudiaLeitte,"Mimimi dr rouanet, a mulher tem milhões de seguidores, famosa pakarai, milionária, show caro e vcs com essa história fiada de lei rouanet como se fosse alguém crime kkkk, tá bruno liberado meu caro, ela não tá quebrando a quarentena, se ela fizesse na época que pediu pra ficar.",2021-12-01T23:28:06.000Z
@Thiago14986082,@DavCost3,"Mimimi dr rouanet, a mulher tem milhões de seguidores, famosa pakarai, milionária, show caro e vcs com essa história fiada de lei rouanet como se fosse alguém crime kkkk, tá bruno liberado meu caro, ela não tá quebrando a quarentena, se ela fizesse na época que pediu pra ficar.",2021-12-01T23:28:06.000Z
@paulonail,@Elania19874339,"Não disse vc,mas pelo menos 90% dos comentários no seu post foram nessa linha,até o Kim Paim postou um dossiê,mostrando transações financeiras do cara,que ele já recorreu a lei Rouanet quando tinha uma banda de rock,esse sim eu deixei de seguir pq mostrou inveja acima de tudo.",2021-12-01T23:22:05.000Z
@paulonail,@Fa1ryNight,"Não disse vc,mas pelo menos 90% dos comentários no seu post foram nessa linha,até o Kim Paim postou um dossiê,mostrando transações financeiras do cara,que ele já recorreu a lei Rouanet quando tinha uma banda de rock,esse sim eu deixei de seguir pq mostrou inveja acima de tudo.",2021-12-01T23:22:05.000Z
@paulonail,@MurinhoVlog,"Não disse vc,mas pelo menos 90% dos comentários no seu post foram nessa linha,até o Kim Paim postou um dossiê,mostrando transações financeiras do cara,que ele já recorreu a lei Rouanet quando tinha uma banda de rock,esse sim eu deixei de seguir pq mostrou inveja acima de tudo.",2021-12-01T23:22:05.000Z
@LUIZFICHER,@antoniotabet,Vota no q prometer voltar a mamata da lei rouanet,2021-12-01T23:07:02.000Z
@ArgoloGaston,@HenriqueFontana,"Num tem caindo Mais do dinheiro né velhota? A lei Rouanet fechou as escotilhas, o Choro é Livre querida Bolsonaro 2022 é está vindo como um rolo compressor pra cima dos corruptos.",2021-12-01T22:15:16.000Z
@6_mateusss,@81J0zKnHVR,"El PT y Lula hundieron Brasil, dejaron 14 millones de parados, enviaron dinero desde Brasil a dictadores por BNDES, corrupción con el ""mensalão"" ""petrolão"", 13 mil millones de reales por la Ley Rouanet. ¡ROMPIÓ BRASIL! 
https://noticias.r7.com/brasil/fotos/pt-deixa-heranca-maldita-ao-pais-com-recessao-alto-desemprego-e-corrupcao-epidemica-31082016…",2021-12-01T22:11:59.000Z
@6_mateusss,@nytimes,"El PT y Lula hundieron Brasil, dejaron 14 millones de parados, enviaron dinero desde Brasil a dictadores por BNDES, corrupción con el ""mensalão"" ""petrolão"", 13 mil millones de reales por la Ley Rouanet. ¡ROMPIÓ BRASIL! 
https://noticias.r7.com/brasil/fotos/pt-deixa-heranca-maldita-ao-pais-com-recessao-alto-desemprego-e-corrupcao-epidemica-31082016…",2021-12-01T22:11:59.000Z
@WinstonBr1,@FelizBolsonaro22,"Sem Rouanet fica mais difícil comprar pó para fazer shows
#FelizBolsonaro22 https://x.com/opropriofaka/s/opropriofaka/status/1477422606806626312…",2022-01-01T23:59:13.000Z
@David71871116,@JornalDaCidadeO,Saudades da Rouanet ,2022-01-01T23:57:39.000Z
@paulo22_2cm,@Joseph06072908,mamando da lei Rouanet!!!! sou cineastra de direita e busco apoio para fazer meu filme do mito sem financiamento do governo!,2022-01-01T23:57:38.000Z
@MariaDo27319800,@nelsonpaffi,Só rindo com desespero dos filhos da Dona Rouanet ,2022-02-01T23:57:50.000Z
@GauchoTerceiro,@andreporci,"A rouanet vai financiar este Diretor e ator 
@andreporci
 ?????",2022-02-01T23:55:46.000Z
@Levi_de_melo,@flferronato,"Carminha participou de festa com Gleisi, Junkies da Rouanet famosos, infestad só de esquerdistas tupiniquins e ainda foi discutida questão do aborto.

Enquanto conservadores sai presos.

Depois de participar em live sobre a kegalizacw dá maconha no Brasil, mais essa.",2022-02-01T23:55:29.000Z
@Levi_de_melo,@bibonunes1,"Carminha participou de festa com Gleisi, Junkies da Rouanet famosos, infestad só de esquerdistas tupiniquins e ainda foi discutida questão do aborto.

Enquanto conservadores sai presos.

Depois de participar em live sobre a kegalizacw dá maconha no Brasil, mais essa.",2022-02-01T23:55:29.000Z
@LulzAranha,@Amoresvidafeliz,"Sai fora, derrotado! Órfão da lei rouanet! Incompetente para viver de seu trabalho sem dinheiro público! ",2022-03-04T23:53:07.000Z
@Altair83258786,@extraclassejor,"Requentaram os ataques ao presidente?

Lei Rouanet nunca mais.",2022-03-04T23:48:33.000Z
@sitef5,@PAFbKNi25j,"lei rouanet: Mario Frias, Sérgio Camargo e Porciuncula se preparam para sair candidatos https://www1.folha.uol.com.br/ilustrada/2022/03/mario-frias-sergio-camargo-e-porciuncula-se-preparam-para-sair-candidatos.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha…",2022-03-04T23:38:04.000Z
@XistF,@danielamercury,Acabou a mamata da Rouanet,2022-04-04T23:59:21.000Z
@Palermo61133399,@danielamercury,Ameaçado por uma rouanet pra vc em 2023?,2022-04-04T23:57:27.000Z
@GutoGes,@erikakokay,"Mamata dos sindicatos? 
Mamata do MST ? 
Mamata da Rouanet? 
Mamata do BNDES? 
Mamata da Petrobras? 
Mamata da CEF ? 
Mamata dos Correios? 
Mamata do mensalão? 
Mamata das ONGs ? 
Mamata das comitivas milionárias e hotéis luxuosos? 
Mamata de empreiteiras? 

Vaza, corruPTo",2022-04-04T23:53:26.000Z
@jorgeyorkjunior,@taoquei1,"Não, não, ela usou/recebeu dinheiro da Lei Rouanet",2022-05-05T23:59:59.000Z
@RaulTadeu_,@camaradeputados,"Já tem a Lei Rouanet, não precisa de outra...só que agora, está sendo usada para quem precisa, e não para artistas militantes milionários. Parabéns Presidente.",2022-05-05T23:58:48.000Z
@JiuFoz,@zbabel,"Então pq? Essa classe da lei Rouanet não faz igual a maioria dos sertanejos que não pegam e fazem shows gerando renda e emprego, eles não conseguem público para seus eventos?",2022-05-05T23:58:09.000Z
@JiuFoz,@monicabergamo,"Então pq? Essa classe da lei Rouanet não faz igual a maioria dos sertanejos que não pegam e fazem shows gerando renda e emprego, eles não conseguem público para seus eventos?",2022-05-05T23:58:09.000Z
@JiuFoz,@maugerotto,"Então pq? Essa classe da lei Rouanet não faz igual a maioria dos sertanejos que não pegam e fazem shows gerando renda e emprego, eles não conseguem público para seus eventos?",2022-05-05T23:58:09.000Z
@demarcorc,@ManfroiRenato,"Só se for o dinheiro dos OUTROS , ele topa ! O dele … jamais ! Socialismo para os outros , capitalismo para mim ! Se tiver um dinheiro estatal via Rouanet… melhor ainda !",2022-06-05T23:59:46.000Z
@demarcorc,@LucianoHuck,"Só se for o dinheiro dos OUTROS , ele topa ! O dele … jamais ! Socialismo para os outros , capitalismo para mim ! Se tiver um dinheiro estatal via Rouanet… melhor ainda !",2022-06-05T23:59:46.000Z
@Nonato6953,@zeliaduncan,"Saudades da Rouanet, não é, moça?",2022-06-05T23:57:13.000Z
@pvmenezes,@leonardo1opes,"E vc acha que esse pessoal se importa? Contanto que a Lei Rouanet despeje a quantidade de dinheiro necessario para mante-los com os burros cheios, eles nao estão ai pra nada...
O problema é quando começam a cortar as benesses...",2022-07-06T23:55:59.000Z
@T_Silva1990,@brunogagliasso,Será que se o Lula perder as eleições vocês vão embora do país???  Pq a choradeira pela falta do dinheiro da Rouanet é grande ,2022-07-06T23:53:11.000Z
@LuanPatriota,@RoLuchsinger,"Quase 4 anos sem Roubar!
Sem Rouanet, sem PETROLÃO, sem Corrupção!
Dói no Bolso de vocês esquerdistas!",2022-07-06T23:52:10.000Z
@gleisson_lira,@lulaverso,É lei rouanet faz muita falta,2022-08-06T23:30:39.000Z
@alcides_bosa,@Rconstantino,Lixo  secou a lei Rouanet,2022-08-06T23:23:03.000Z
@NICOPATRIOTA1,@folha,O desespero da ROUANET tá enorme ,2022-10-07T23:59:50.000Z
@RejaneR91981518,@gioewbank,"Sim o bozó e o seu ladrãozinho está com um ponto direto no ouvido, porque mal sabe ler. Vai tratar a sua ignorância filha da Rouanet.",2022-10-29T23:58:18.000Z
@VanCarvalho12,@PretaGil,"Quer a lei Rouanet tbm né minha filha, pq talento ",2022-10-29T23:58:07.000Z
@FranckRouanet,@faitmaison,"Salade de boulgour aux légumes rôtis et fromage poêlé 
(recette 
@QuiToque_fr
 ) 
#QuiToque #vegan #faitmaison 
http://bit.ly/2bXHMtW",2017-02-12T11:32:48.000Z
@FranckRouanet,@W4Dq7aKMOl,"Salade de boulgour aux légumes rôtis et fromage poêlé 
(recette 
@QuiToque_fr
 ) 
#QuiToque #vegan #faitmaison 
http://bit.ly/2bXHMtW",2017-02-12T11:32:48.000Z
@FranckRouanet,@QuiToque_fr,"Salade de boulgour aux légumes rôtis et fromage poêlé 
(recette 
@QuiToque_fr
 ) 
#QuiToque #vegan #faitmaison 
http://bit.ly/2bXHMtW",2017-02-12T11:32:48.000Z
@FranckRouanet,@QuiToque,"Salade de boulgour aux légumes rôtis et fromage poêlé 
(recette 
@QuiToque_fr
 ) 
#QuiToque #vegan #faitmaison 
http://bit.ly/2bXHMtW",2017-02-12T11:32:48.000Z
@FranckRouanet,@vegan,"Salade de boulgour aux légumes rôtis et fromage poêlé 
(recette 
@QuiToque_fr
 ) 
#QuiToque #vegan #faitmaison 
http://bit.ly/2bXHMtW",2017-02-12T11:32:48.000Z
@paulwilde2000,@JBMapsignals,"$$$, cachês e Rouanet",2017-02-12T08:49:50.000Z
@paulwilde2000,@muylaerte,"$$$, cachês e Rouanet",2017-02-12T08:49:50.000Z
@operacaocondor,@YouTube,"RATOS DO ESGOTO SEM ROUANET E PLIM PLIM!Na crise, Globo demite veteranos veja quem já perdeu o emprego http://ln.is/www.youtube.com/W5H7p… via 
@YouTube",2017-02-12T06:17:23.000Z
@operacaocondor,@ZtoWPhexwJ,"RATOS DO ESGOTO SEM ROUANET E PLIM PLIM!Na crise, Globo demite veteranos veja quem já perdeu o emprego http://ln.is/www.youtube.com/W5H7p… via 
@YouTube",2017-02-12T06:17:23.000Z
@rouanet_lea,@yZjYVfEWgp,Statistiques de cette semaine: 3 nouveaux unfollowers via http://unfollow.fr,2017-02-12T05:55:30.000Z
@rouanet_lea,@yZjYVfnkRP,Statistiques de cette semaine: 3 nouveaux unfollowers via http://unfollow.fr,2017-02-12T05:54:36.000Z
@ardnas440,@FyayYpWBH8,"Retweeted Xico Rouanet Caviar (@zecarlosantos2):

MPF pede 50 anos de cadeia para Sérgio Cabral. E aí, Lula, o... http://fb.me/89rh5N3aV",2017-02-12T03:36:04.000Z
@FranckRouanet,@l3JllXMqfM,"Photo : José Maria Ferreira http://bit.ly/tFg9lp #archive ""Un café, mon bloc note...""",2017-02-12T03:35:18.000Z
@FranckRouanet,@archive,"Photo : José Maria Ferreira http://bit.ly/tFg9lp #archive ""Un café, mon bloc note...""",2017-02-12T03:35:18.000Z
@lindovallnunes,@5IOvGt3jHM,"https://facebook.com/groups/1624526157794296/permalink/1912419882338254/… sem lei rouanet é difícil, né? Kk",2017-02-12T03:10:55.000Z
@Jumuller45,@fitzca,"@fitzca
 Acabou a grana da lei Rouanet. Eles não tem o que falar....",2017-02-11T23:21:40.000Z
@majo_fernandes,@sbtfolia,"Perguntaram a ela, quando é que vai devolver o dinheiro que recebeu pela Lei Rouanet? Foi irregular, né??",2017-02-11T22:34:11.000Z
@majo_fernandes,@SBTonline,"Perguntaram a ela, quando é que vai devolver o dinheiro que recebeu pela Lei Rouanet? Foi irregular, né??",2017-02-11T22:34:11.000Z
@RampoMarcos,@zehdeabreu,aproveitando para avisar que a lei Rouanet mudou! Talvez a mamata fique mais complicada,2017-03-21T23:47:56.000Z
@fera2k,@mwqPHnP9GX,"Mudanças na Lei Rouanet visam maior transparência: seria esse o motivo da revolta de Wagner Moura?
http://ln.is/rodrigoconstantino.com/maJxa…",2017-03-21T23:46:55.000Z
@oPENSANTE10,@MoniqueCheker,"Não faça isso, eu transpiro cultura, a lei Rouanet pode não suprir meus desejos. Mais realmente precisa",2017-02-17T00:47:23.000Z
@oPENSANTE10,@track213,"Não faça isso, eu transpiro cultura, a lei Rouanet pode não suprir meus desejos. Mais realmente precisa",2017-02-17T00:47:23.000Z
